Campaign name	Campaign ID	Product ID	Creative type	Video title	Video ID	TikTok account	Time posted	Status	Exploration secondary status	Authorization type	Cost	SKU orders	Cost per order	Gross revenue	Product ad impressions	Product ad clicks	Product ad click rate	Ad conversion rate	2-second ad video view rate	6-second ad video view rate	25% ad video view rate	50% ad video view rate	75% ad video view rate	100% ad video view rate	Currency
PIANO AND KEYBOARD BENCH	1872052711552082	1731036635349094446	Video	#tiktokshop #tiktokshopaffiliate #pianobench #fyp #piano 	7579317384444497165	triptishukla25august	2025-12-02 12:43	Ineligible	Unavailable	Affiliate mass authorization	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
GUITAR STOOL	1872025698491474	1732457423137050670	Product card	-	N/A	-	-	Exploring	Exploring	N/A	1.608	0	0.000	0.000	919	14	1.52%	0.00%	-	-	-	-	-	-	USD
15 GTR	1872023345137857	1732207729765224494	Product card	-	N/A	-	-	Exploring	Exploring	N/A	103.399	0	0.000	0.000	18908	266	1.41%	0.00%	-	-	-	-	-	-	USD
DRUM THRONE	1871985994267697	1730935544130015278	Product card	-	N/A	-	-	Exploring	Exploring	N/A	9.262	0	0.000	0.000	8597	107	1.24%	0.00%	-	-	-	-	-	-	USD
PIANO AND KEYBOARD BENCH	1872052711552082	1730947707311657006	Video	"🎹 Perform with power and comfort – meet the 5 Core X‑Style Adjustable Keyboard Bench!
✨ Plush 2.5″ thick padded seat—no more numb bottoms.
📏 4-step height adjustment (12″–20″)—ideal for all musicians.
💪 Heavy-duty X‑frame supports up to 340 lb with anti-slip feet.
🚗 Folds flat—must-have for gig gigs, studio sessions, and home practice.

From long practice sessions to live shows, this bench has your back (literally).
🎵 Tap “Shop Now” and upgrade your musical journey!

 #keyboard #keyboards #cordlesstools #counterstools #keyboardaccessories #wellnesstools #foldablestool #babychair #keyboardreview #nailstools #TikTokMadeMeBuyIt #MusicianGear #PianoBench #KeyboardLife #StudioSetup #MusicianEssentials #PracticeSession #GigGear #ComfortablePlay #AdjustableBench #5CoreGear #FYP #MusicTikTok #PerformanceReady #HomeStudio"	7520352123708607758	5 Core Inc	2025-06-26 15:07	Ineligible	Authorization needed	Affiliate mass authorization	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
TRIPOD MIC STAND	1872057135332658	1730941379089961006	Product card	-	N/A	-	-	Exploring	Exploring	N/A	3.191	0	0.000	0.000	2802	45	1.61%	0.00%	-	-	-	-	-	-	USD
PIANO AND KEYBOARD BENCH	1872052711552082	1731036636154007598	Product card	-	N/A	-	-	Exploring	Exploring	N/A	7.590	0	0.000	0.000	4028	45	1.12%	0.00%	-	-	-	-	-	-	USD
TRIPOD GUITAR STAND	1872023345120273	1730947832891084846	Video	# 5 Core Guitar Stand Adjustable Double Guitars Stands Floor w Neck Holder for Acoustic Electric Bass #creatorsearchinsights #goviral🔥🔥 	7561507655248923934	kalpana	2025-10-15 12:51	Ineligible	Authorization needed	Affiliate mass authorization	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
DRUM MIC	1871983978647873	1732077538593116206	Product card	-	N/A	-	-	Exploring	Exploring	N/A	9.504	0	0.000	0.000	10148	122	1.20%	0.00%	-	-	-	-	-	-	USD
A FRAME GUITAR STAND	1872069106454578	1730947837900066862	Video	#fypシ excellent guittar holder, super  strong older 🥰🥰🥰	7562636808912112927	Rushma Allay	2025-10-18 13:53	Ineligible	Unavailable	Affiliate mass authorization	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
GUITAR RACK	1872024508866833	1730947803877576750	Video	It’s not an addiction… right?! #guitar #fyp #funny #viral #guitartok 	7570418135610772749	yogiriffs	2025-11-08 13:09	Ineligible	Unavailable	Affiliate mass authorization	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
KEYBORARD STAND BENCH COMBO	1872051299399841	1732295137629999150	Product card	-	N/A	-	-	Exploring	Exploring	N/A	0.001	0	0.000	0.000	24	1	4.17%	0.00%	-	-	-	-	-	-	USD
GUITAR STOOL	1872025698491474	1732321156542009390	Product card	-	N/A	-	-	Exploring	Exploring	N/A	0.013	0	0.000	0.000	19	0	0.00%	0.00%	-	-	-	-	-	-	USD
DESKTOP MIC	1871983617697873	N/A	Product card	-	N/A	-	-	Exploring	Exploring	N/A	0.040	0	0.000	0.000	0	0	0.00%	0.00%	-	-	-	-	-	-	USD
PROJECTOR STAND	1872069773823521	1732271470958252078	Product card	-	N/A	-	-	Exploring	Exploring	N/A	14.820	0	0.000	0.000	980	10	1.02%	0.00%	-	-	-	-	-	-	USD
PIANO AND KEYBOARD BENCH	1872052711552082	1730935622092623918	Product card	-	N/A	-	-	Exploring	Exploring	N/A	6.177	0	0.000	0.000	4475	44	0.98%	0.00%	-	-	-	-	-	-	USD
TRIPOD GUITAR STAND	1872023345120273	1730947807875076142	Video		7620962135052438798	5 Core Inc	2026-03-24 18:05	Ineligible	Unavailable	TikTok Shop official account	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
KEYBOARD STAND	1872054276884850	1731036645682155566	Product card	-	N/A	-	-	Exploring	Exploring	N/A	7.176	0	0.000	0.000	8746	176	2.01%	0.00%	-	-	-	-	-	-	USD
KEYBORARD STAND BENCH COMBO	1872051299399841	1730947739598164014	Product card	-	N/A	-	-	Exploring	Exploring	N/A	0.021	0	0.000	0.000	57	0	0.00%	0.00%	-	-	-	-	-	-	USD
INSTRUMENT MIC	1872049658674578	1730952124773601326	Product card	-	N/A	-	-	Exploring	Exploring	N/A	0.041	0	0.000	0.000	145	4	2.76%	0.00%	-	-	-	-	-	-	USD
KEYBORARD STAND BENCH COMBO	1872051299399841	1730947741646032942	Product card	-	N/A	-	-	Exploring	Exploring	N/A	0.054	0	0.000	0.000	35	1	2.86%	0.00%	-	-	-	-	-	-	USD
SPEAKER STAND	1872055844656625	1730941344148525102	Product card	-	N/A	-	-	Exploring	Exploring	N/A	2.994	0	0.000	0.000	2671	56	2.10%	0.00%	-	-	-	-	-	-	USD
PA HORN	1872024403405202	N/A	Product card	-	N/A	-	-	Exploring	Exploring	N/A	0.150	0	0.000	0.000	0	0	0.00%	0.00%	-	-	-	-	-	-	USD
DRUM THRONE	1871985994267697	1730935701878837294	Video	Saddle, drum throne, green color order now 🛒 #5core #drumthrone #drums #drummer #drum 	7532563607742090551	5 Core Inc	2025-07-29 12:54	Ineligible	Unavailable	TikTok Shop official account	45.230	0	0.000	0.000	735	10	1.36%	0.00%	29.52%	9.93%	23.03%	11.86%	7.45%	5.10%	USD
DRUM THRONE	1871985994267697	1730935654558502958	Product card	-	N/A	-	-	Exploring	Exploring	N/A	8.983	0	0.000	0.000	8527	102	1.20%	0.00%	-	-	-	-	-	-	USD
DRUM MIC	1871983978647873	1732077476676472878	Product card	-	N/A	-	-	Exploring	Exploring	N/A	11.167	0	0.000	0.000	10166	119	1.17%	0.00%	-	-	-	-	-	-	USD
DRUM THRONE BACKREST	1872022557764657	1731981172561907758	Product card	-	N/A	-	-	Exploring	Exploring	N/A	10.509	0	0.000	0.000	16249	117	0.72%	0.00%	-	-	-	-	-	-	USD
TRIPOD GUITAR STAND	1872023345120273	1730947832891084846	Video	"Keep your instruments safe, organized, and ready to play with the 5 Core Folding Guitar Stand. Built from durable metal with anti-corrosion paint, this universal floor guitar stand holds up to 2 guitars—perfect for electric, acoustic, bass, or even ukuleles. The adjustable height (17 to 25.5 inches) allows customized setup, while the tripod base and anti-slip feet ensure maximum stability.

Soft padded contact points protect your instruments from scratches. Lightweight and foldable, it’s easy to store and carry—ideal for home, studio, or stage use. A reliable, space-saving solution for musicians seeking a high-quality multi-guitar stand. #customgrips #pickleballpaddlereview #adjustableshelves #golfgadgets #bestdoublestrollers #motorcyclestand #schecterguitars #golfequipmentreview #adjustablestrap #uniquegadgets #GuitarStand #GuitarAccessories #MusicianGear #HomeStudioSetup #ShopOnTikTok"	7636542402924252429	5 Core Inc	2026-05-05 17:45	Explored	Underperforming	TikTok Shop official account	0.420	0	0.000	0.000	34	1	2.94%	0.00%	32.35%	8.82%	5.88%	2.94%	0.00%	0.00%	USD
SHEET MUSIC STAND	1872070461416593	1730947740630224942	Video		7620961860648537357	5 Core Inc	2026-03-24 18:04	Ineligible	Unavailable	TikTok Shop official account	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
PIANO AND KEYBOARD BENCH	1872052711552082	1731757106955259950	Product card	-	N/A	-	-	Exploring	Exploring	N/A	6.914	0	0.000	0.000	5197	48	0.92%	0.00%	-	-	-	-	-	-	USD
PROJECTOR STAND	1872069773823521	N/A	Video	Highlighted Features 【3 in 1 Multi-Tray Projector Stand】Designed for convenience, this projector stand tripod features a large upper tray (11.22” x 15.16”) for projectors or laptops, plus two side and lower trays for accessories, remotes, phones, or cables—keeping everything organized and within reach. 【Easy Height Adjustment for Any Setup】Change the height from 29.5” to 71” to suit seated or standing use. Whether you need a projector tripod stand for meetings or a portable projector stand for events, this flexible design ensures optimal viewing and professional alignment every time. 【Heavy-Duty & Stable Stand】This heavy duty projector stand is engineered to support up to 33 lb, making it ideal for projectors, laptops, tablets, and streaming equipment. Built with a durable iron frame, it delivers reliable stability for home theaters, offices, classrooms, and live presentations. 【180 Adjustable Angle】The top tray offers a full 180-degree tilt, allowing you to easily set the perfect projection or working angle. This makes it a versatile projector holder stand and laptop tripod stand for presentations, DJ setups, virtual meetings, or movie nights. 【Comfortable, Portable & Easy to Use】Foam padding and sponge support help protect your devices from slipping or scratches. Lightweight yet sturdy, this adjustable projector stand is easy to assemble, move, and store—perfect for anyone needing reliable projector stands at home or on the go. Product Description Upgrade your setup with this adjustable projector stand designed for stability, flexibility, and everyday convenience. Built with a strong iron frame, it supports up to 33 lb and securely holds projectors, laptops, or streaming devices. The height adjusts from 29.5" to 71", making it suitable for seated or standing use at home, in the office, or during presentations. A 180-degree tilt allows precise angle control for clear projection and comfortable viewing. The multi-tray design keeps accessories organized, while padded surfaces help protect your equipment. Easy to assemble and portable, this projector stand offers a reliable solution for versatile setups.Please Note- Laptop and Projector shown in images are ...	7620961860648504589	5 Core Inc	2026-03-24 18:04	Ineligible	Authorization needed	N/A	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
KEYBOARD STAND	1872054276884850	1730941359845838894	Product card	-	N/A	-	-	Exploring	Exploring	N/A	6.473	0	0.000	0.000	8693	154	1.77%	0.00%	-	-	-	-	-	-	USD
TRIPOD MIC STAND	1872057135332658	1732295079923191854	Product card	-	N/A	-	-	Exploring	Exploring	N/A	4.283	0	0.000	0.000	3602	59	1.64%	0.00%	-	-	-	-	-	-	USD
TRIPOD MIC STAND	1872057135332658	1730941372173815854	Video	5Core Tripod Mic Stand Adjustable Holder Floor Microphone Boom Arm	7501103365095673134	5 Core Inc	2025-05-05 18:12	Ineligible	Authorization needed	Affiliate mass authorization	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
GUITAR STOOL	1872025698491474	1732295079752536110	Product card	-	N/A	-	-	Exploring	Exploring	N/A	1.601	0	0.000	0.000	881	12	1.36%	0.00%	-	-	-	-	-	-	USD
PIANO AND KEYBOARD BENCH	1872052711552082	1730953112918003758	Product card	-	N/A	-	-	Exploring	Exploring	N/A	5.845	0	0.000	0.000	4430	44	0.99%	0.00%	-	-	-	-	-	-	USD
DRUM THRONE	1871985994267697	1732457451120201774	Product card	-	N/A	-	-	Exploring	Exploring	N/A	0.015	0	0.000	0.000	35	0	0.00%	0.00%	-	-	-	-	-	-	USD
GUITAR STOOL	1872025698491474	1732267351069921326	Product card	-	N/A	-	-	Exploring	Exploring	N/A	1.622	0	0.000	0.000	962	17	1.77%	0.00%	-	-	-	-	-	-	USD
GUITAR RACK	1872024508866833	1730947797917012014	Video		7620962101275741453	5 Core Inc	2026-03-24 18:05	Ineligible	Unavailable	TikTok Shop official account	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
GUITAR STOOL	1872025698491474	1732438385723543598	Product card	-	N/A	-	-	Exploring	Exploring	N/A	1.409	0	0.000	0.000	923	17	1.84%	0.00%	-	-	-	-	-	-	USD
A FRAME GUITAR STAND	1872069106454578	1732417405299363886	Product card	-	N/A	-	-	Exploring	Exploring	N/A	1.206	0	0.000	0.000	968	9	0.93%	0.00%	-	-	-	-	-	-	USD
PIANO AND KEYBOARD BENCH	1872052711552082	1731036643763064878	Product card	-	N/A	-	-	Exploring	Exploring	N/A	6.920	0	0.000	0.000	4508	45	1.00%	0.00%	-	-	-	-	-	-	USD
PIANO AND KEYBOARD BENCH	1872052711552082	1731036639192453166	Product card	-	N/A	-	-	Exploring	Exploring	N/A	6.381	0	0.000	0.000	4516	40	0.89%	0.00%	-	-	-	-	-	-	USD
DRUM THRONE BACKREST	1872022557764657	1732391442266624046	Product card	-	N/A	-	-	Exploring	Exploring	N/A	6.590	0	0.000	0.000	7951	68	0.86%	0.00%	-	-	-	-	-	-	USD
KEYBOARD STAND	1872054276884850	1730941353699676206	Product card	-	N/A	-	-	Exploring	Exploring	N/A	6.637	0	0.000	0.000	8646	158	1.83%	0.00%	-	-	-	-	-	-	USD
DRUM THRONE	1871985994267697	1730935700488425518	Product card	-	N/A	-	-	Exploring	Exploring	N/A	9.027	0	0.000	0.000	8762	100	1.14%	0.00%	-	-	-	-	-	-	USD
DRUM THRONE BACKREST	1872022557764657	1731910693622485038	Product card	-	N/A	-	-	Exploring	Exploring	N/A	7.202	0	0.000	0.000	12202	86	0.70%	0.00%	-	-	-	-	-	-	USD
PIANO AND KEYBOARD BENCH	1872052711552082	1731757086936895534	Product card	-	N/A	-	-	Exploring	Exploring	N/A	6.785	0	0.000	0.000	5169	46	0.89%	0.00%	-	-	-	-	-	-	USD
A FRAME GUITAR STAND	1872069106454578	1731762736129216558	Video	"Keep your instrument safe and ready to play with this strong and reliable A-frame guitar stand. Designed for stability and portability, it is perfect for home, studio, and stage use.

Durable steel A-frame design keeps guitars secure
EVA foam arms and rubber backrest prevent scratches and damage
Foldable and compact for easy travel and storage
Universal fit for acoustic, electric, bass guitars, ukuleles, and banjos
Non-slip rubber feet for added stability on any surface

Fast shipping across the USA. Limited stock available. Tap Shop Now to order today. #magneticphoneholderforgym #guitarstrap #smartelectricguitar #poolequipment #golfequipmentreview #golfclubreviews #phonekickstand #foldablerockingchair #standingdesksetup #pinktripod #TikTokShopUS #ShopNow #TikTokMadeMeBuyIt #GuitarStand #GuitarAccessories #MusicGear #StudioSetup #HomeStudio #GuitarPlayer #AcousticGuitar #ElectricGuitar #BassGuitar #MusiciansOfTikTok #BandLife #StageSetup #PortableGear #ProAudio #GearUpgrade #SmallBusinessUSA #FastShipping"	7631300781534104845	5 Core Inc	2026-04-21 14:45	Ineligible	Unavailable	TikTok Shop official account	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
A FRAME GUITAR STAND	1872069106454578	1730812204235460654	Video	"Keep your guitar safe, stable, and always within reach with this A-Frame Metal Guitar Stand. Built from durable steel with reinforced joints and anti-corrosion coating, it is designed for long-term reliability at home, studio, or stage.

The adjustable leg width fits acoustic, electric, bass, and ukulele, making it a versatile choice for any musician. Soft protective padding on all contact points prevents scratches and damage, while the anti-slip rubber feet ensure maximum stability on any surface.

Its foldable, lightweight design makes it easy to carry for gigs, practice sessions, or travel. A practical and space-saving solution for every guitar player. #garagegadgets #magneticphoneholderforgym #guitarstrap #golfequipmentreview #golfclubreviews #carphoneholderstand #portablegarage #drumstickgrillingrack #bikegears #guitarproduct #guitarstand #guitaraccessories #musiciansoftiktok #guitarplayer #acousticguitar #electricguitar #bassguitar #ukulele #homestudio #musicgear #guitarlife #guitarsetup #bandlife #musicstudio #gigready #portablegear #musicianlife #guitarcare #instrumentaccessories #stagegear"	7631301956346154254	5 Core Inc	2026-04-21 14:50	Explored	Performing	TikTok Shop official account	2.920	0	0.000	0.000	89	0	0.00%	0.00%	18.67%	5.33%	4.00%	1.33%	1.33%	0.00%	USD
15 GTR	1872023345137857	1732207796618301486	Product card	-	N/A	-	-	Exploring	Exploring	N/A	91.285	0	0.000	0.000	19169	261	1.36%	0.00%	-	-	-	-	-	-	USD
DRUM THRONE BACKREST	1872022557764657	1730935553236963374	Product card	-	N/A	-	-	Exploring	Exploring	N/A	6.549	0	0.000	0.000	7949	67	0.84%	0.00%	-	-	-	-	-	-	USD
DRUM THRONE	1871985994267697	1730935691156295726	Product card	-	N/A	-	-	Exploring	Exploring	N/A	2.426	0	0.000	0.000	2585	29	1.12%	0.00%	-	-	-	-	-	-	USD
SPEAKER STAND	1872055844656625	1730941338096472110	Product card	-	N/A	-	-	Exploring	Exploring	N/A	3.854	0	0.000	0.000	3225	76	2.36%	0.00%	-	-	-	-	-	-	USD
KEYBOARD STAND	1872054276884850	1730941353699610670	Product card	-	N/A	-	-	Exploring	Exploring	N/A	6.805	0	0.000	0.000	8662	153	1.77%	0.00%	-	-	-	-	-	-	USD
DRUM THRONE	1871985994267697	1730935627340353582	Product card	-	N/A	-	-	Exploring	Exploring	N/A	8.261	0	0.000	0.000	8578	102	1.19%	0.00%	-	-	-	-	-	-	USD
DRUM THRONE BACKREST	1872022557764657	N/A	Product card	-	N/A	-	-	Exploring	Exploring	N/A	0.260	0	0.000	0.000	0	0	0.00%	0.00%	-	-	-	-	-	-	USD
SPEAKER STAND	1872055844656625	1732271764003196974	Product card	-	N/A	-	-	Exploring	Exploring	N/A	0.094	0	0.000	0.000	267	3	1.12%	0.00%	-	-	-	-	-	-	USD
KEYBOARD STAND	1872054276884850	1730941368486432814	Product card	-	N/A	-	-	Exploring	Exploring	N/A	7.188	0	0.000	0.000	8620	155	1.80%	0.00%	-	-	-	-	-	-	USD
SPEAKER STAND	1872055844656625	1731077584016019502	Product card	-	N/A	-	-	Exploring	Exploring	N/A	0.019	0	0.000	0.000	173	2	1.16%	0.00%	-	-	-	-	-	-	USD
DRUM THRONE BACKREST	1872022557764657	1730935717839343662	Product card	-	N/A	-	-	Exploring	Exploring	N/A	7.688	0	0.000	0.000	7975	68	0.85%	0.00%	-	-	-	-	-	-	USD
SPEAKER STAND	1872055844656625	1730941314826866734	Product card	-	N/A	-	-	Exploring	Exploring	N/A	2.776	0	0.000	0.000	2761	50	1.81%	0.00%	-	-	-	-	-	-	USD
DRUM MIC	1871983978647873	1732077480849543214	Product card	-	N/A	-	-	Exploring	Exploring	N/A	10.190	0	0.000	0.000	10160	119	1.17%	0.00%	-	-	-	-	-	-	USD
SHEET MUSIC STAND	1872070461416593	1730947740630618158	Product card	-	N/A	-	-	Exploring	Exploring	N/A	0.046	0	0.000	0.000	40	0	0.00%	0.00%	-	-	-	-	-	-	USD
PIANO AND KEYBOARD BENCH	1872052711552082	1730935649675546670	Product card	-	N/A	-	-	Exploring	Exploring	N/A	8.046	0	0.000	0.000	5127	41	0.80%	0.00%	-	-	-	-	-	-	USD
DRUM THRONE BACKREST	1872022557764657	1731757087308156974	Video	5 core seat for drummers #chair #drummer 	7559263046825217293	Life of TY	2025-10-09 11:41	Ineligible	Unavailable	Affiliate mass authorization	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
DRUM THRONE BACKREST	1872022557764657	1731981226978021422	Product card	-	N/A	-	-	Exploring	Exploring	N/A	8.203	0	0.000	0.000	13843	96	0.69%	0.00%	-	-	-	-	-	-	USD
DRUM THRONE	1871985994267697	1730935692658774062	Product card	-	N/A	-	-	Exploring	Exploring	N/A	2.660	0	0.000	0.000	2155	17	0.79%	0.00%	-	-	-	-	-	-	USD
KEYBORARD STAND BENCH COMBO	1872051299399841	1730947802458853422	Product card	-	N/A	-	-	Exploring	Exploring	N/A	0.011	0	0.000	0.000	15	0	0.00%	0.00%	-	-	-	-	-	-	USD
DRUM MIC	1871983978647873	N/A	Product card	-	N/A	-	-	Exploring	Exploring	N/A	0.220	0	0.000	0.000	0	0	0.00%	0.00%	-	-	-	-	-	-	USD
KEYBOARD STAND	1872054276884850	1730941364341018670	Product card	-	N/A	-	-	Exploring	Exploring	N/A	6.701	0	0.000	0.000	8876	162	1.83%	0.00%	-	-	-	-	-	-	USD
DESKTOP MIC	1871983617697873	1730952076306714670	Video		7569480968587808030		2025-11-06 00:32	Ineligible	Unavailable	Affiliate mass authorization	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
DRUM THRONE	1871985994267697	1730935627340353582	Video	"🪑🥁 Comfort Meets Stability for Every Beat!
The 5 Core Drum Throne offers 360° swivel, adjustable height & thick padding for max comfort.
✅ Foldable & portable | 🦶 Anti-slip feet | 🔧 Built for adults & kids #gamingchair #toddlerdrummer #barstools #counterstools #cordlesstools #seatcushion #customleatherseats #nurserychair #foldablestool #babychair #DrumThrone #5Core #DrumChair #DrummerGear #MusicSetup #DrumSeat #AdjustableStool #DrumTok #StageReady #PortableDrumStool #MusicianEssentials #DrumPractice"	7523638910963027213	5 Core Inc	2025-07-05 11:42	Ineligible	Authorization needed	Affiliate mass authorization	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
SPEAKER STAND	1872055844656625	N/A	Video	"Upgrade your audio setup with this adjustable height speaker stand designed for professional performance and stability. Extending from 31 to 54 inches, it allows precise speaker positioning for DJs, live events, studio sessions, and stage use. Built with heavy-duty steel construction, it supports up to 132 lbs, making it ideal for PA systems, large speakers, and studio monitors.

The universal 35mm pole ensures compatibility with most speakers on the market, while the secure locking pin and tension knob keep your equipment safely in place. Featuring a wide tripod base with 380mm legs, this stand delivers excellent balance and reliability on any surface. #speakerstand #djgear #audiosetup #pamonitor #soundsystem #djsetup #studiogear #livemusicgear #eventsetup #professionalaudio #tripodstand #djlife #musicproduction #stageequipment #audiogear #contentcreatorgear #homestudio #soundequipment #usmarket #tiktokshop"	7632009394246389006	5 Core Inc	2026-04-23 12:34	Ineligible	Authorization needed	N/A	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
GUITAR STOOL	1872025698491474	1732159672400056366	Product card	-	N/A	-	-	Exploring	Exploring	N/A	4.455	0	0.000	0.000	986	20	2.03%	0.00%	-	-	-	-	-	-	USD
A FRAME GUITAR STAND	1872069106454578	1730947863350579246	Product card	-	N/A	-	-	Exploring	Exploring	N/A	0.176	0	0.000	0.000	229	4	1.75%	0.00%	-	-	-	-	-	-	USD
GUITAR STOOL	1872025698491474	1730952058669862958	Product card	-	N/A	-	-	Exploring	Exploring	N/A	4.609	0	0.000	0.000	1039	17	1.64%	0.00%	-	-	-	-	-	-	USD
DRUM THRONE	1871985994267697	1730935701878837294	Video		7620962042761022734	5 Core Inc	2026-03-24 18:05	Ineligible	Unavailable	TikTok Shop official account	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
DRUM THRONE	1871985994267697	1731054796286627886	Product card	-	N/A	-	-	Exploring	Exploring	N/A	9.963	0	0.000	0.000	8355	101	1.21%	0.00%	-	-	-	-	-	-	USD
DRUM THRONE	1871985994267697	1730935710536601646	Product card	-	N/A	-	-	Exploring	Exploring	N/A	10.476	0	0.000	0.000	8496	102	1.20%	0.00%	-	-	-	-	-	-	USD
SPEAKER STAND	1872055844656625	1731767371031547950	Product card	-	N/A	-	-	Exploring	Exploring	N/A	2.714	0	0.000	0.000	3079	64	2.08%	0.00%	-	-	-	-	-	-	USD
DRUM THRONE BACKREST	1872022557764657	1731980536041541678	Product card	-	N/A	-	-	Exploring	Exploring	N/A	0.015	0	0.000	0.000	49	1	2.04%	0.00%	-	-	-	-	-	-	USD
SPEAKER STAND	1872055844656625	1731757087652745262	Product card	-	N/A	-	-	Exploring	Exploring	N/A	5.954	0	0.000	0.000	6394	125	1.95%	0.00%	-	-	-	-	-	-	USD
PIANO AND KEYBOARD BENCH	1872052711552082	1730935620768337966	Product card	-	N/A	-	-	Exploring	Exploring	N/A	7.440	0	0.000	0.000	4536	43	0.95%	0.00%	-	-	-	-	-	-	USD
SHEET MUSIC STAND	1872070461416593	1730947747863695406	Product card	-	N/A	-	-	Exploring	Exploring	N/A	0.063	0	0.000	0.000	53	2	3.77%	0.00%	-	-	-	-	-	-	USD
A FRAME GUITAR STAND	1872069106454578	1731762729107230766	Video	"Strong A-Frame Guitar Stand designed for secure and stable guitar support at home, studio, or stage. Built with durable steel construction, it safely holds acoustic, electric, and bass guitars with confidence. Protective EVA foam arms and rubber backrest help prevent scratches and keep your instrument in perfect condition. The compact foldable design makes it easy to carry and store, ideal for travel, gigs, or rehearsal spaces. Universal fit supports guitars, ukuleles, and banjos, while non-slip rubber feet ensure maximum stability on any surface.

Perfect for musicians looking for a reliable, space-saving, and protective guitar stand for everyday use. #magneticphoneholderforgym #guitarstrap #poolequipment #golfequipmentreview #golfclubreviews #foldablerockingchair #carphoneholderstand #portablegarage #foldabletoddlertower #drumstickgrillingrack #GuitarStand #GuitarHolder #MusicGear #GuitarAccessories #MusicianSetup #StudioGear #StageGear #AcousticGuitar #ElectricGuitar #BassGuitar #Ukulele #MusicEquipment #BandGear #HomeStudio #GigGear #PortableStand #FoldableStand #MusicLife #GuitarSetup #USAMusicGear"	7631303510725790990	5 Core Inc	2026-04-21 14:55	Explored	Performing	TikTok Shop official account	6.780	0	0.000	0.000	167	2	1.20%	0.00%	22.44%	7.05%	3.21%	2.56%	2.56%	0.00%	USD
DRUM PAD	1871984520535506	1730935699443453998	Product card	-	N/A	-	-	Exploring	Exploring	N/A	2.450	0	0.000	0.000	383	12	3.13%	0.00%	-	-	-	-	-	-	USD
DRUM MIC	1871983978647873	1732077507482849326	Product card	-	N/A	-	-	Exploring	Exploring	N/A	11.448	0	0.000	0.000	10151	120	1.18%	0.00%	-	-	-	-	-	-	USD
DRUM THRONE	1871985994267697	1730935651718828078	Video	"🪑🥁 Comfort Meets Stability for Every Beat!
The 5 Core Drum Throne offers 360° swivel, adjustable height & thick padding for max comfort.
✅ Foldable & portable | 🦶 Anti-slip feet | 🔧 Built for adults & kids #gamingchair #stroller #toddlerdrummer #barstools #beststroller #counterstools #portablestool #highchair #cordlesstools #strollers #DrumThrone #5Core #DrumChair #DrummerGear #MusicSetup #DrumSeat #AdjustableStool #DrumTok #StageReady #PortableDrumStool #MusicianEssentials #DrumPractice"	7523378888601259319	5 Core Inc	2025-07-04 18:52	Ineligible	Authorization needed	Affiliate mass authorization	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
KEYBOARD STAND	1872054276884850	1731036641036242990	Product card	-	N/A	-	-	Exploring	Exploring	N/A	10.732	0	0.000	0.000	9324	171	1.83%	0.00%	-	-	-	-	-	-	USD
PIANO AND KEYBOARD BENCH	1872052711552082	1730935625172619310	Video		7620961953296420110	5 Core Inc	2026-03-24 18:05	Ineligible	Unavailable	TikTok Shop official account	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
