Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Taxes on non-order income	Number of items sold	Province	City	Buyer Tax ID	ID card	Seller Tax ID	Product Origin
Normal Order	GSU17J21M00MNRJ		Delivered	direct	No	No	No	No	5 CORE Micrófono portátil BT 2 2 piezas, micrófono portátil todo en 1 con grabadora de altavoz Microfono Inalambrico - WM SPK PNK+BLU	WM SPK PNK+BLU	PINK AND BLUE(粉色和蓝色)-	WM SPK PNK+BLU	I38e9y3aa803	se25050439269136358	19015176168	Delivered	Stocking	Not replaced			No	2026-June-22 11:17			2026-July-02 00:59	2026-June-27 12:25	GFUS01058210314624	GWU2606235497165825	USD	15.89	0	0	1.27	14.62	0	0	1.58	1	OKLAHOMA	Pryor				
Normal Order	GSU17H569000JH7		Delivered	direct	No	No	No	No	5 CORE Soporte de altavoz de trípode de pie ajustable de hasta 182,9 cm (72 pulgadas) para estudio de DJ, montaje en poste - SS 1PK BLK WOB	SS ECO 1PK BLK WoB	Black(黑色)-	SS ECO 1PK BLK WoB	I28h10yz2s0z	sl25050317361382280	19012667303	Delivered	Stocking	Not replaced			No	2026-June-22 05:47			2026-July-02 00:59	2026-June-27 09:15	GFUS01058210365441	GWU2606235497100290	USD	18.69	0	0	2.24	16.45	0	0	1.66	1	NEW YORK	Maspeth				
Normal Order	GSU17H45500M04E		Delivered	direct	No	No	No	No	5 CORE 5Core Microphone Wireless Bluetooth Karaoke Mic With Speaker	WM SPK BLK	Black(黑色)-	WM SPK BLK	I14pnvtrhgdi	se25050403712212187	19010385713	Delivered	Stocking	Not replaced			No	2026-June-21 21:59			2026-July-01 00:59	2026-June-26 08:08	GFUS01058000438401	GWU2606224473352193	USD	10.44	0	0	0.84	9.6	0	0	1.02	1	TENNESSEE	Smyrna				
Normal Order	GSU17H33T001P8Y		Delivered	direct	No	No	No	No	5 Core Sheet Music Stand Foldable Adjustable Bookstand	MUS FLD BLK	Black(黑色)-	MUS FLD BLK	I88a4r34vg7n	sl25042982123074777	19009320688	Delivered	Stocking	Not replaced			No	2026-June-21 20:39			2026-July-01 00:59	2026-June-26 09:02	GFUS01058000505986	GWU2606224473355264	USD	15.51	0	0	1.86	13.65	0	0	0.99	1	CONNECTICUT	New Britain				
Normal Order	GSU17L53Y000T63		Delivered	direct	No	No	No	No	5 CORE Capo de guitarra de 5 cuerdas, cambio rápido, clip para cuerdas de instrumentos acústicos, eléctricos, banjo, mandolina o ukulele, color negro	CAPO AL BLK 2PCS	Black(黑色)-	CAPO AL BLK 2PCS	I9mokirls061ru	sh260430043570504526530	18987980288	Delivered	Stocking	Not replaced			No	2026-June-20 01:12			2026-July-01 00:59	2026-June-25 09:54	GFUS01057660317698	GWU2606204936951809	USD	9.02	0	0	1.08	7.94	0	0	0.96	1	WASHINGTON	Everett				
Normal Order	GSU17L25U000EJU		Delivered	direct	No	No	No	No	5 CORE 5Core Microphone Stand Floor Adjustable Boom Arm	MS 080 WH	White(白色)-	MS 080 WH	I08bt7a36dre	sl25042900807637044	18982291708	Delivered	Stocking	Not replaced			No	2026-June-19 14:51			2026-July-01 00:59	2026-June-25 09:12	GFUS01057660391425	GWU2606204934592514	USD	17.84	0	0	2.14	15.7	0	0	0	1	NEW HAMPSHIRE	Manchester				
Normal Order	GSU17L01U001U4C		Delivered	direct	No	No	No	No	5 CORE Megáfono de toro de 30W, altavoz potente con un rango de 800 yardas, megáfono portátil con control de volumen, función de grabación, sirena y bocina para niños y adultos, ideal para animadoras, fútbol y prácticas al aire libre - 6R	6R	White(白色)-	6R	I18ea0hs9oqy	se25050433167929536	18982229353	Delivered	Stocking	Not replaced			No	2026-June-19 14:45			2026-July-01 00:59	2026-June-24 08:36	GFUS01057660490882	GWU2606204934525953	USD	15.19	0	0	1.22	13.97	0	0	1.06	1	FLORIDA	Doral				
Normal Order	GSU17L12U000AYR		Delivered	direct	No	No	No	No	5 Core Megaphone 30W Bull Horn PA Speaker W 800Yard Range	6R	White(白色)-	6R	I18ea0hs9oqy	se25050433167929536	18982206718	Delivered	Stocking	Not replaced			No	2026-June-19 14:43			2026-July-01 00:59	2026-June-23 07:25	92346902673388000010445730	GWU2606210699590657	USD	15.19	0	0	1.22	13.97	0	0	1.06	1	NORTH CAROLINA	Robbins				
Normal Order	GSU17L612001LJE		Delivered	direct	No	No	No	No	5 Core Bass Guitar 5 Strings Set Light Gauge Bright Tone	GS EL BSS 5PCS	Silver(银色)-	GS EL BSS 5PCS	I18hm1zpmlai	sl25050825252098158	18981715098	Delivered	Stocking	Not replaced			No	2026-June-19 13:57			2026-July-01 00:59	2026-June-25 07:42	92001902673388000022437691	GWU2606210701425666	USD	8.72	0	0	1.05	7.67	0	0	0.61	1	FLORIDA	Milton				
Normal Order	GSU17K46F00NHLF		Delivered	direct	No	No	No	No	5 CORE 5Core Megaphone 15W Bull Horn Kid PA Speaker 400 Yard Range	HW 1 SKY BLU	Blue(蓝色)-	HW 1 SKY BLU	I58ea9p0kkkz	se25050407700933067	18978365823	Delivered	Stocking	Not replaced			No	2026-June-19 08:39			2026-July-01 00:59	2026-June-26 11:07	GFUS01057660608512	GWU2606204933608451	USD	11.99	0	0	0.96	11.03	0	0	0.75	1	TEXAS	Donna				
Normal Order	GSU17K408001TF7		Delivered	direct	No	No	No	No	5 CORE 5Core Microphone Wireless Bluetooth Karaoke Mic With Speaker	WM SPK BLK	Black(黑色)-	WM SPK BLK	I14pnvtrhgdi	se25050403712212187	18976566293	Delivered	Stocking	Not replaced			No	2026-June-19 02:37			2026-July-01 00:59	2026-June-22 13:15	GFUS01057484490944	GWU2606194927382532	USD	10.99	0	0	0.88	10.11	0	0	0.77	1	INDIANA	Indianapolis				
Normal Order	GSU17K366000RPV		Delivered	direct	No	No	No	No	5 Core 4 Inch Subwoofer Pair 200W Car Audio Sub Woofer 4 Ohm Deep Bass Replacement Loud Speaker	WF 4INCH	A-	WF 4INCH	I8mphah23y1mcr	sq260523025934884513257	18975290023	Delivered	Stocking	Not replaced			No	2026-June-18 22:26			2026-July-01 00:59	2026-June-22 13:50	GFUS01057484525952	GWU2606194927381506	USD	22.49	0	0	2.7	19.79	0	0	1.86	1	TEXAS	Granbury				
Normal Order	GSU17K5960004WL		Delivered	direct	No	No	No	No	5 CORE 5Core Microphone Stand Floor Adjustable With Metal Boom Arm	TBMS 80 HD	Black(黑色)-	TBMS 80 HD	I08bt6mtyqww	sl25042963038891425	18975253628	Delivered	Stocking	Not replaced			No	2026-June-18 22:22			2026-July-01 00:59	2026-June-24 12:11	GFUS01057484594433	GWU2606194927315970	USD	27.99	0	0	3.36	24.63	0	0	2.73	1	CALIFORNIA	Richmond				
Normal Order	GSU17K5960004WL		Delivered	direct	No	No	No	No	5 CORE 5Core Microphone Stand Floor Adjustable With Metal Boom Arm	TBMS 80 HD	Black(黑色)-	TBMS 80 HD	I08bt6mtyqww	sl25042963038891425	18975253633	Delivered	Stocking	Not replaced			No	2026-June-18 22:22			2026-July-01 00:59	2026-June-24 12:11	GFUS01057484594433	GWU2606194927315970	USD	27.99	0	0	3.36	24.63	0	0	2.73	1	CALIFORNIA	Richmond				
Normal Order	GSU17K23Q00MM5J		Delivered	direct	No	No	No	No	5 CORE 5Core Mic Stand Floor Adjustable Microphone Boom Arm	MS DBL G RED	Red(红色)-	MS DBL G RED	I28fbmclhdah	sl25042983530863535	18973409123	Delivered	Stocking	Not replaced			No	2026-June-18 19:57			2026-July-01 00:59	2026-June-23 12:26	GFUS01057484670210	GWU2606194927318018	USD	18.59	0	0	2.23	16.36	0	0	1.49	1	COLORADO	Wheat Ridge				
Normal Order	GSU17K274000PHM		Delivered	direct	No	No	No	No	5 Core Megaphone 30W Bull Horn PA Speaker W 800Yard Range	6R	White(白色)-	6R	I18ea0hs9oqy	se25050433167929536	18972533808	Delivered	Stocking	Not replaced			No	2026-June-18 18:53			2026-July-01 00:59	2026-June-23 09:44	GFUS01057484728320	GWU2606194927184898	USD	15.99	0	0	1.28	14.71	0	0	1.42	1	GEORGIA	Atlanta				
Normal Order	GSU17K43C0014UR		Delivered	direct	No	No	No	No	5 CORE 5Core Microphone Wireless Bluetooth Karaoke Mic With Speaker	WM SPK BLK	Black(黑色)-	WM SPK BLK	I14pnvtrhgdi	se25050403712212187	18970496608	Delivered	Stocking	Not replaced			No	2026-June-18 16:06			2026-July-01 00:59	2026-June-23 10:37	GFUS01057484770560	GWU2606194927122433	USD	10.99	0	0	0.88	10.11	0	0	0.77	1	FLORIDA	Bradenton				
Normal Order	GSU17F42R0019XV		Delivered	direct	No	No	No	No	5 CORE 5Core Microphone Wireless Bluetooth Karaoke Mic With Speaker	WM SPK BLU	Blue(蓝色)-	WM SPK BLU	I08e9xp4wmek	se25050497677133391	18963030228	Delivered	Stocking	Not replaced			No	2026-June-18 03:24			2026-July-01 00:59	2026-June-23 12:35	GFUS01057302516994	GWU2606184755219458	USD	10.99	0	0	0.88	10.11	0	0	0.82	1	FLORIDA	Jacksonville				
Normal Order	GSU17F08500NMTQ		Delivered	direct	No	No	No	No	5 CORE Capo de guitarra de 5 cuerdas, cambio rápido, clip para cuerdas de instrumentos acústicos, eléctricos, banjo, mandolina o ukelele, color negro	CAPO AL YLW 2PCS	Yellow(黄色)-	CAPO AL YLW 2PCS	I2mokjjofzab9v	sh260430045710911825468	18960445418	Delivered	Stocking	Not replaced			No	2026-June-17 21:38			2026-June-30 00:59	2026-June-23 11:16	GFUS01057302579648	GWU2606184757185536	USD	9.49	0	0	1.14	8.35	0	0	0.66	1	FLORIDA	Doral				
Normal Order	GSU17F39T0009LC		Delivered	direct	No	No	No	No	5 Core Mic Stand Floor Universal Height Adjustable Tripod Microphone Stands Holds 2 Mics W Extending Telescoping Boom Arm Foldable Portable For Studio On Stage	MS DBL G YLW	Yellow(黄色)-	MS DBL G YLW	I74n755ucsp2	sl25042927273760867	18959576678	Delivered	Stocking	Not replaced			No	2026-June-17 20:35			2026-June-30 00:59	2026-June-24 14:08	GFUS01057302676608	GWU2606184760266752	USD	13.64	0	0	1.64	12	0	0	1.26	1	CALIFORNIA	Salinas				
Normal Order	GSU17F384004GCH		Delivered	direct	No	No	No	No	5 Core 8" Subwoofer 500W Car Audio 4Ohm Sub Woofer Speaker	WF 8"-890 1PC	Black(黑色)-	WF 8"-890 1PC	I18gptnyu904	sl25050798628200090	18958992078	Delivered	Stocking	Not replaced			No	2026-June-17 19:55			2026-June-30 00:59	2026-June-24 11:42	9334610990370295123121	GWU2606190669310976	USD	17.66	0	0	2.12	15.54	0	0	1.01	1	MISSOURI	New London				
Normal Order	GSU17F08300M5BS		Delivered	direct	No	No	No	No	5 Core Megaphone 30W Bull Horn PA Speaker W 800Yard Range	6R	White(白色)-	6R	I18ea0hs9oqy	se25050433167929536	18957582333	Delivered	Stocking	Not replaced			No	2026-June-17 18:12			2026-June-30 00:59	2026-June-23 08:21	GFUS01057302797441	GWU2606184764723204	USD	15.99	0	0	1.28	14.71	0	0	1.56	1	COLORADO	Commerce City				
Normal Order	GSU17F08300M5BS		Delivered	direct	No	No	No	No	5 CORE 5Core Megaphone 15W Bull Horn Kid PA Speaker 400 Yard Range	HW 1 SKY BLU	Blue(蓝色)-	HW 1 SKY BLU	I58ea9p0kkkz	se25050407700933067	18957582338	Delivered	Stocking	Not replaced			No	2026-June-17 18:12			2026-June-30 00:59	2026-June-23 08:21	GFUS01057302797441	GWU2606184764723204	USD	11.99	0	0	0.96	11.03	0	0	1.17	1	COLORADO	Commerce City				
Normal Order	GSU17B56T004CJV		Delivered	direct	No	No	No	No	5 Core Megaphone 30W Bull Horn PA Speaker W 800Yard Range	6R	White(白色)-	6R	I18ea0hs9oqy	se25050433167929536	18946728753	Delivered	Stocking	Not replaced			No	2026-June-16 21:19			2026-June-27 00:59	2026-June-21 11:07	GFUS01057120661697	GWU2606174600416258	USD	15.99	0	0	1.28	14.71	0	0	0	1	DELAWARE	Newark				
Normal Order	GSU17B06Q00NFPS		Delivered	direct	No	No	No	No	5 CORE 5Core Microphone Wireless Bluetooth Karaoke Mic With Speaker	WM SPK BLU	Blue(蓝色)-	WM SPK BLU	I08e9xp4wmek	se25050497677133391	18945635363	Delivered	Stocking	Not replaced			No	2026-June-16 20:01			2026-June-27 00:59	2026-June-21 06:23	GFUS01057120938368	GWU2606174607361025	USD	10.99	0	0	0.88	10.11	0	0	1.1	1	ILLINOIS	Bridgeview				
Normal Order	GSU17B06Q00NFPS		Delivered	direct	No	No	No	No	5 CORE 5Core Microphone Wireless Bluetooth Karaoke Mic With Speaker	WM SPK BLU	Blue(蓝色)-	WM SPK BLU	I08e9xp4wmek	se25050497677133391	18945635368	Delivered	Stocking	Not replaced			No	2026-June-16 20:01			2026-June-27 00:59	2026-June-21 06:23	GFUS01057120938368	GWU2606174607361025	USD	10.99	0	0	0.88	10.11	0	0	1.09	1	ILLINOIS	Bridgeview				
Normal Order	GSU17B06Q00NFPS		Delivered	direct	No	No	No	No	5 CORE 5Core Microphone Wireless Bluetooth Karaoke Mic With Speaker	WM SPK BLU	Blue(蓝色)-	WM SPK BLU	I08e9xp4wmek	se25050497677133391	18945635373	Delivered	Stocking	Not replaced			No	2026-June-16 20:01			2026-June-27 00:59	2026-June-21 06:23	GFUS01057120938368	GWU2606174607361025	USD	10.99	0	0	0.88	10.11	0	0	1.1	1	ILLINOIS	Bridgeview				
Normal Order	GSU17B06Q00NFPS		Delivered	direct	No	No	No	No	5 CORE 5Core Microphone Wireless Bluetooth Karaoke Mic With Speaker	WM SPK BLU	Blue(蓝色)-	WM SPK BLU	I08e9xp4wmek	se25050497677133391	18945635378	Delivered	Stocking	Not replaced			No	2026-June-16 20:01			2026-June-27 00:59	2026-June-21 06:23	GFUS01057120938368	GWU2606174607361025	USD	10.99	0	0	0.88	10.11	0	0	1.1	1	ILLINOIS	Bridgeview				
Normal Order	GSU17B06Q00NFPS		Delivered	direct	No	No	No	No	5 CORE 5Core Microphone Wireless Bluetooth Karaoke Mic With Speaker	WM SPK BLU	Blue(蓝色)-	WM SPK BLU	I08e9xp4wmek	se25050497677133391	18945635383	Delivered	Stocking	Not replaced			No	2026-June-16 20:01			2026-June-27 00:59	2026-June-21 06:23	GFUS01057120938368	GWU2606174607361025	USD	10.99	0	0	0.88	10.11	0	0	1.1	1	ILLINOIS	Bridgeview				
Normal Order	GSU17B06Q00NFPS		Delivered	direct	No	No	No	No	5 CORE 5Core Microphone Wireless Bluetooth Karaoke Mic With Speaker	WM SPK BLU	Blue(蓝色)-	WM SPK BLU	I08e9xp4wmek	se25050497677133391	18945635388	Delivered	Stocking	Not replaced			No	2026-June-16 20:01			2026-June-27 00:59	2026-June-21 06:23	GFUS01057120938368	GWU2606174607361025	USD	10.99	0	0	0.88	10.11	0	0	1.1	1	ILLINOIS	Bridgeview				
Normal Order	GSU17B06Q00NFPS		Delivered	direct	No	No	No	No	5 CORE 5Core Microphone Wireless Bluetooth Karaoke Mic With Speaker	WM SPK BLU	Blue(蓝色)-	WM SPK BLU	I08e9xp4wmek	se25050497677133391	18945635393	Delivered	Stocking	Not replaced			No	2026-June-16 20:01			2026-June-27 00:59	2026-June-21 06:23	GFUS01057120938368	GWU2606174607361025	USD	10.99	0	0	0.88	10.11	0	0	1.1	1	ILLINOIS	Bridgeview				
Normal Order	GSU17B06Q00NFPS		Delivered	direct	No	No	No	No	5 CORE 5Core Microphone Wireless Bluetooth Karaoke Mic With Speaker	WM SPK BLU	Blue(蓝色)-	WM SPK BLU	I08e9xp4wmek	se25050497677133391	18945635398	Delivered	Stocking	Not replaced			No	2026-June-16 20:01			2026-June-27 00:59	2026-June-21 06:23	GFUS01057120938368	GWU2606174607361025	USD	10.99	0	0	0.88	10.11	0	0	1.1	1	ILLINOIS	Bridgeview				
Normal Order	GSU17B06Q00NFPS		Delivered	direct	No	No	No	No	5 CORE 5Core Microphone Wireless Bluetooth Karaoke Mic With Speaker	WM SPK BLU	Blue(蓝色)-	WM SPK BLU	I08e9xp4wmek	se25050497677133391	18945635403	Delivered	Stocking	Not replaced			No	2026-June-16 20:01			2026-June-27 00:59	2026-June-21 06:23	GFUS01057120938368	GWU2606174607361025	USD	10.99	0	0	0.88	10.11	0	0	1.1	1	ILLINOIS	Bridgeview				
Normal Order	GSU17B06Q00NFPS		Delivered	direct	No	No	No	No	5 CORE 5Core Microphone Wireless Bluetooth Karaoke Mic With Speaker	WM SPK BLU	Blue(蓝色)-	WM SPK BLU	I08e9xp4wmek	se25050497677133391	18945635408	Delivered	Stocking	Not replaced			No	2026-June-16 20:01			2026-June-27 00:59	2026-June-21 06:23	GFUS01057120938368	GWU2606174607361025	USD	10.99	0	0	0.88	10.11	0	0	1.1	1	ILLINOIS	Bridgeview				
Normal Order	GSU17B01W001G6D		Delivered	direct	No	No	No	No	5 CORE 5Core Microphone Wireless Bluetooth Karaoke Mic With Speaker	WM SPK BLU	Blue(蓝色)-	WM SPK BLU	I08e9xp4wmek	se25050497677133391	18943285408	Delivered	Stocking	Not replaced			No	2026-June-16 17:00			2026-June-27 00:59	2026-June-21 15:24	GFUS01057121004674	GWU2606174609522689	USD	10.99	0	0	0.88	10.11	0	0	0.98	1	NEW YORK	New York				
Normal Order	GSU17B01W001G6D		Delivered	direct	No	No	No	No	5 CORE 5Core Microphone Wireless Bluetooth Karaoke Mic With Speaker	WM SPK BLU	Blue(蓝色)-	WM SPK BLU	I08e9xp4wmek	se25050497677133391	18943285413	Delivered	Stocking	Not replaced			No	2026-June-16 17:00			2026-June-27 00:59	2026-June-21 15:24	GFUS01057121004674	GWU2606174609522689	USD	10.99	0	0	0.88	10.11	0	0	0.97	1	NEW YORK	New York				
Normal Order	GSU17B32C000M88		Delivered	direct	No	No	No	No	5 CORE Pedal de bombo de 5 núcleos con montaje ajustable, cabezal de batidor de fieltro, cadena simple, pedal de pie para bombo de alta resistencia	DFP 05	Black(黑色)-	DFP 05	I5mphd2vqk34z4	sh260523040929386294795	18942355198	Delivered	Stocking	Not replaced			No	2026-June-16 15:33			2026-June-27 00:59	2026-June-22 09:44	9334610990370294775987	GWU2606174836411395	USD	29.99	0	0	3.6	26.39	0	0	2.1	1	FLORIDA	Miami				
Normal Order	GSU17B50000N0PP		Delivered	direct	No	No	No	No	5 Core Music Stand Adjustable Desktop Book Stands Portable Sheet Holder All Metal Foldable Bookstand	MUS FLD 4S BLK WLGT	Black(黑色)-	MUS FLD 4S BLK WLGT	I9mmwetl5a6v87	sh260319030332414937663	18938641403	Delivered	Stocking	Not replaced			No	2026-June-16 09:42			2026-June-27 00:59	2026-June-21 10:55	GFUS01057121118210	GWU2606174613258240	USD	16.48	0	0	1.98	14.5	0	0	1.36	1	TEXAS	Tyler				
Normal Order	GSU17A42Q00MPCF		Shipped	direct	No	No	No	No	5 CORE 5Core Microphone Wireless Bluetooth Karaoke Mic With Speaker	WM SPK BLK	Black(黑色)-	WM SPK BLK	I14pnvtrhgdi	se25050403712212187	18932575608	Shipped	Stocking	Not replaced			No	2026-June-15 19:27			2026-June-26 00:59		92001902673388000014219175	GWU2606165360041984	USD	10.99	0	0	0.88	10.11	0	0	0.77	1	GEORGIA	Richmond Hill				
Normal Order	GSU17A15400W8MT		Delivered	direct	No	No	No	No	5 Core Megaphone 30W Bull Horn PA Speaker W 800Yard Range	8R-USB WoB	White(白色)-	8R-USB WoB	I08ea9tp3kri	se25050440720216001	18932309193	Delivered	Stocking	Not replaced			No	2026-June-15 19:08			2026-June-26 00:59	2026-June-20 15:26	GFUS01056951713088	GWU2606164855800832	USD	16.99	0	0	1.36	15.63	0	0	1.36	1	ALABAMA	Birmingham				
Normal Order	GSU17A25C00NFXS		Delivered	direct	No	No	No	No	5 Core Megaphone 30W Bull Horn PA Speaker W 800Yard Range	6R	White(白色)-	6R	I18ea0hs9oqy	se25050433167929536	18930105208	Delivered	Stocking	Not replaced			No	2026-June-15 16:08			2026-June-26 00:59	2026-June-20 16:23	92346902673388000006530679	GWU2606165358403587	USD	15.99	0	0	1.28	14.71	0	0	0.85	1	KANSAS	Wichita				
Normal Order	GSU17A23U001RAN		Delivered	direct	No	No	No	No	5 CORE 5Core Microphone Wireless Bluetooth Karaoke Mic With Speaker	WM SPK BLK	Black(黑色)-	WM SPK BLK	I14pnvtrhgdi	se25050403712212187	18929467538	Delivered	Stocking	Not replaced			No	2026-June-15 15:10			2026-June-26 00:59	2026-June-21 07:43	GFUS01056951064769	GWU2606164840725507	USD	10.99	0	0	0.88	10.11	0	0	0.66	1	PENNSYLVANIA	North Wales				
Normal Order	GSU17A02N001L92		Delivered	direct	No	No	No	No	5 CORE 5Core Megaphone 15W Bull Horn Kid PA Speaker 400 Yard Range	HW 1 SKY BLU	Blue(蓝色)-	HW 1 SKY BLU	I58ea9p0kkkz	se25050407700933067	18927395223	Delivered	Stocking	Not replaced			No	2026-June-15 11:57			2026-June-26 00:59	2026-June-20 04:34	GFUS01056824666112	GWU2606160790718467	USD	11.99	0	0	0.96	11.03	0	0	0.9	1	NORTH CAROLINA	Durham				
Normal Order	GSU17A02N001L92		Delivered	direct	No	No	No	No	5 CORE 5Core Sheet Music Stand Height Adjustable Foldable Bookstand	MUS FLD HD ACC PNK	Pink(粉色)-	MUS FLD HD ACC PNK	I48a4rnok5kr	sl25042917011091000	18927395228	Delivered	Stocking	Not replaced			No	2026-June-15 11:57			2026-June-26 00:59	2026-June-20 04:34	GFUS01056824626306	GWU2606160790784002	USD	27.99	0	0	3.36	24.63	0	0	2.1	1	NORTH CAROLINA	Durham				
Normal Order	GSU17920F00MQ70		Delivered	direct	No	No	No	No	5 CORE 5Core Microphone Wireless Bluetooth Karaoke Mic With Speaker	WM SPK BLU	Blue(蓝色)-	WM SPK BLU	I08e9xp4wmek	se25050497677133391	18925654168	Delivered	Stocking	Not replaced			No	2026-June-15 09:11			2026-June-26 00:59	2026-June-22 07:31	92001902673388000012700903	GWU2606160795245569	USD	10.99	0	0	0.88	10.11	0	0	0.79	1	OHIO	Crooksville				
Normal Order	GSU17948F00NQ3W		Delivered	direct	No	No	No	No	5 CORE 5Core Megaphone 15W Bull Horn Kid PA Speaker 400 Yard Range	HW 1 SKY BLU	Blue(蓝色)-	HW 1 SKY BLU	I58ea9p0kkkz	se25050407700933067	18925403328	Delivered	Stocking	Not replaced			No	2026-June-15 08:44			2026-June-26 00:59	2026-June-24 10:15	GFUS01056824498560	GWU2606160790658050	USD	11.99	0	0	0.96	11.03	0	0	0.99	1	TEXAS	Galveston				
Normal Order	GSU17911S00011A		Delivered	direct	No	No	No	No	5 Core Conga Mic Snare Tom Set Professional XLR Cardioid Unidirectional Instrument Microphone Kit	CONGO 3 GREY	Grey(灰色)	CONGO 3 GREY	I3mphc3r0kp2zt	se260523034507762613811	18924076628	Delivered	Stocking	Not replaced			No	2026-June-15 05:20			2026-June-26 00:59	2026-June-20 07:30	GFUS01056786131136	GWU2606155218204675	USD	59.99	0	0	4.8	55.19	0	0	3.6	1	VIRGINIA	Richmond				
