Offer SKU	Product SKU	Category code	Category label	Brand	Product	Offer state	Price	Original price	Quantity	Alert threshold	Logistic Class	Activated	Available Start Date	Available End Date	Discount price	Discount Start Date	Discount End Date	upc	Inactivity reason
DS CH YLW	9999787	15_tbk_mi_cases_strands_care	Cases, Stands & Accessories	5 Core	5Core Drum Throne 3 Inch Thick Padded Memory Foam Comfortable Drummer Stool 200 Lb Capacity Adjustable	New	36.99	36.99	81		Parcel	true						810144132143	
SS ECO 1PK RED WoB	10002931	15_tbk_mi_cases_strands_care	Cases, Stands & Accessories	5 Core	5Core Speaker Stand Height Adjustable PA DJ Tripod Studio Monitor Stand with 35 mm Compatible Insert	New	24.99	24.99	63		Parcel	true						810099498486	
PNB B-REST WH	10002885	15_tbk_mi_cases_strands_care	Cases, Stands & Accessories	5 Core	5Core Piano Bench 3 Inch Padded Cushioned Stool with Backrest Heavy Duty Musician Chair Height Adjustable	New	66.99	66.99	33		Parcel	true						810144135373	
GSTOOL L- PRPL	10002743	15_tbk_mi_cases_strands_care	Cases, Stands & Accessories	5 Core	5Core Guitar Stool 3.15" Padded Chair Foldable Heavy Duty Music Seat Built in Foot Rest Guitar Stand	New	55.99	55.99	25		Parcel	true						810199690421	
KS Z1 BPNK HD	10002897	15_tbk_mi_cases_strands_care	Cases, Stands & Accessories	5 Core	5 Core Keyboard Stand Z Shape Adjustable Foldable Heavy Duty Key Board Piano DJ Controller Stands	New	50.99	50.99	149		Parcel	true						810144132204	
CM 001 ADP	10002727	15_tbk_mi_ms_microphones	Microphones	5 Core	5 Core Microphone Professional Lavalier Mic Wearable Omnidirectional Condenser 3.5mm Body Microfono	New	8.99	8.99	123		Parcel	true						810047169055	
DS VEL CMLBRW REST-SWL	9999767	15_tbk_mi_cases_strands_care	Cases, Stands & Accessories	5 Core	5Core Drum Throne with Backrest 4 Inch Padded Adjustable 26.5 Inch Drummer Stool with Velvet Top 441 Lb Capacity	New	87.99	87.99	8		Parcel	false						810144136516	Rejected product
DM E7 BLU	9999718	15_tbk_mi_ms_livesound	Live Sound	5 Core	5Core Drum Microphone Kit 7 Pc All Metal Drummer Mics Tom Snare and Cymbals Wired Instrument Drum Set	New	80.99	80.99	34		Parcel	true						810144137094	
PNB B-REST BLU	10002847	15_tbk_mi_cases_strands_care	Cases, Stands & Accessories	5 Core	5Core Piano Bench 3 Inch Padded Cushioned Stool with Backrest Heavy Duty Musician Chair Height Adjustable	New	60.99	60.99	44		Parcel	true						810144133850	
DM E7 YLW	9999738	15_tbk_mi_ms_livesound	Live Sound	5 Core	5Core Drum Microphone Kit 7 Pc All Metal Drummer Mics Tom Snare and Cymbals Wired Instrument Drum Set	New	83.99	83.99	40		Parcel	true						810144137131	
KS 1X WH	10002890	15_tbk_mi_cases_strands_care	Cases, Stands & Accessories	5 Core	5Core Keyboard Stand X Shape Height Adjustable Foldable Portable Keyboard DJ Controller Stand	New	28.99	28.99	98		Parcel	true						810144132075	
DS CH BR SDL HD	9999973	15_tbk_mi_cases_strands_care	Cases, Stands & Accessories	5 Core	5 Core Drum Throne 4" Padded Guitar Stool Drummer Chair Adjustable Musician Seat	New	50.99	50.99	41		Parcel	true						810099496772	
MS RBP5	9999753	15_tbk_mi_cases_strands_care	Cases, Stands & Accessories	5 Core	5Core Mic Stand Floor Heavy Duty Height Adjustable Pedestal Microphone Stand for Singing Stage Studio	New	29.99	29.99	126		Parcel	true						810144132259	
SS HD 2PK 3FT RED BAG	10002941	15_tbk_mi_cases_strands_care	Cases, Stands & Accessories	5 Core	5Core Speaker Stand Tripod Pair Heavy Duty Adjustable 36 Inch Universal Mount for PA DJ Studio with Bag	New	26.99	26.99	111		Parcel	true						810144136745	
RTRO MIC CH RED	9999708	15_tbk_mi_ms_livesound	Live Sound	5 Core	5Core Vintage Microphone Classic Dynamic Professional XLR Studio Retro Style Mic RED	New	37.61	37.61	23		Parcel	true						810099499155	
DM E7 BLK	9999725	15_tbk_mi_ms_livesound	Live Sound	5 Core	5Core Drum Microphone Kit 7 Pc All Metal Drummer Mics Tom Snare and Cymbals Wired Instrument Drum Set	New	82.99	82.99	9		Parcel	true						810144137223	
DS CH ORG-VEL REST LVR	10002932	15_tbk_mi_cases_strands_care	Cases, Stands & Accessories	5 Core	5Core Drum Throne with Backrest 4 Inch Padded Stool Airlift 25 Inch Adjustable Drummer Stool 441 Lb Capacity	New	94.99	94.99	8		Parcel	true						810144137032	
GFS BLK	10002780	15_tbk_mi_cases_strands_care	Cases, Stands & Accessories	5 Core	5Core Guitar Foot Stool Height Adjustable Folding Leg Rest Classical Footrest	New	12.99	12.99	353		Parcel	true						810099496970	
PM 817 CH	10002722	15_tbk_mi_ms_microphones	Microphones	5 Core	5Core XLR Microphone Dynamic Mic Karaoke Singing Studio Mics Handheld Microfono	New	12.99	12.99	120		Parcel	true						810099490862	
SS HD 1PK BLK BAG	10002936	15_tbk_mi_cases_strands_care	Cases, Stands & Accessories	5 Core	5Core Speaker Stand Tripod Heavy Duty Adjustable 72 Inch Universal Mount for PA DJ Studio with Bag	New	31.99	31.99	731		Parcel	true						810047169499	
